City,Cloudiness,Country,Date,Max Temp,Wind Speed,Lat,Lng,Humidity
Lompoc,40,US,1561621687,57.99,5.82,34.64,-120.46,93
Sijunjung,57,ID,1561621729,75.66,3.69,-0.69,100.95,87
Elbistan,0,TR,1561621731,79.44,7.45,38.2,37.19,26
Chokurdakh,0,RU,1561621732,60.9,15.01,70.62,147.9,37
Bhadrachalam,99,IN,1561621732,96.9,7.29,17.67,80.89,43
Correntina,67,BR,1561621732,62.34,4.43,-13.34,-44.63,72
Yenangyaung,84,MM,1561621733,96.54,10.09,20.46,94.87,43
Penzance,0,GB,1561621733,68,32.21,50.12,-5.53,77
Balkhash,20,KZ,1561621733,89.6,11.18,46.84,74.98,29
Fushe-Arrez,0,AL,1561621734,74.94,10.25,42.06,20.02,58
Passo Fundo,0,BR,1561621734,40.02,5.86,-28.26,-52.41,92
Sioux Lookout,5,CA,1561621574,59,4.7,50.1,-91.92,93
Mumford,97,GH,1561621735,78.18,4.61,5.26,-0.76,85
Paamiut,100,GL,1561621662,39.48,6.71,61.99,-49.67,100
Pevek,100,RU,1561621569,35.88,27.38,69.7,170.27,73
Gazanjyk,27,TM,1561621735,101.76,4.97,39.24,55.52,15
Venice,1,US,1561621545,78.8,6.93,27.1,-82.45,69
Xinpu,42,CN,1561621736,79.26,5.39,27.63,119.93,80
Khokhlovo,0,RU,1561621736,78.8,13.42,50.71,36.69,41
Muncar,31,ID,1561621737,74.58,5.17,-8.43,114.34,74
Aracati,100,BR,1561621737,71.34,5.28,-4.56,-37.77,91
Pedasi,54,PA,1561621737,74.22,2.59,7.53,-80.03,90
Blind River,1,CA,1561621737,60.8,3.24,46.19,-82.96,77
Batemans Bay,0,AU,1561621738,60.01,3,-35.71,150.18,84
Lufilufi,20,WS,1561621738,80.6,8.05,-13.87,-171.6,83
Itoman,75,JP,1561621738,86,9.17,26.12,127.67,89
Ouallam,14,NE,1561621739,93.84,14.92,14.32,2.08,36
Qaqortoq,90,GL,1561621739,46.4,10.29,60.72,-46.03,87
Iqaluit,20,CA,1561621739,41,2.24,63.75,-68.52,86
Gostilitsy,75,RU,1561621740,66.99,6.71,59.75,29.62,82
Basoko,100,CD,1561621740,70.8,7.43,1.23,23.61,95
Neyshabur,0,IR,1561621740,84.3,7,36.21,58.79,12
Gualaco,64,HN,1561621741,63.24,1.52,15.03,-86.07,98
Aitape,82,PG,1561621741,80.52,1.36,-3.15,142.36,78
El Zapote,62,GT,1561621741,56.76,3.33,15.65,-91.92,91
Takab,0,IR,1561621742,85.56,9.57,36.4,47.11,18
Blagoyevo,100,RU,1561621743,63.24,7.43,63.37,47.92,37
Faanui,2,PF,1561621619,80.16,2.08,-16.48,-151.75,71
Mirandola,0,IT,1561621744,90,3.36,44.89,11.07,62
Susanville,1,US,1561621744,53.6,5.82,40.42,-120.65,95
Ystad,90,SE,1561621584,63,17.22,55.43,13.82,72
Sobolevo,97,RU,1561621745,74.94,10.04,54.43,31.9,79
Ayan,0,IR,1561621745,72.42,8.88,38.23,44.7,38
Marovoay,20,MG,1561621745,84.2,11.41,-16.11,46.64,45
Yenagoa,91,NG,1561621745,78.54,7.14,4.92,6.26,86
Huanan,100,CN,1561621746,57.48,9.82,46.24,130.56,89
Medina del Campo,0,ES,1561621746,87.01,5.82,41.31,-4.92,56
Khani,75,GE,1561621747,80.6,4.7,41.96,42.96,74
Moen,0,BE,1561621747,69.01,12.75,50.77,3.4,82
Ahipara,1,NZ,1561621791,57.84,15.37,-35.17,173.16,75
Juba,90,EE,1561621791,57.2,8.05,57.82,26.93,100
Seoul,75,KR,1561621328,87.8,3.36,37.57,126.98,62
Kamiiso,75,JP,1561621792,68,8.05,41.82,140.65,88
Okhotsk,60,RU,1561621792,77.28,3.85,59.36,143.24,42
Gamba,97,CN,1561621793,61.62,14.52,28.28,88.52,28
Sawakin,6,SD,1561621793,106.26,9.1,19.1,37.33,8
Pimentel,100,BR,1561621793,69.9,1.61,-3.7,-45.5,99
Shirdi,88,IN,1561621688,87.72,13.02,19.77,74.48,60
Bria,41,CF,1561621794,82.14,2.71,6.54,21.99,67
Beruwala,47,LK,1561621794,83.4,15.03,6.48,79.98,77
The Valley,20,AI,1561621559,81,10.29,18.22,-63.06,78
Salisbury,20,GB,1561621795,64,14.99,51.07,-1.8,72
Mogadishu,40,SO,1561621795,84.2,14.99,2.04,45.34,62
Mahon,75,IE,1561621795,63,17.22,51.89,-8.4,77
Shache,99,CN,1561621796,86.1,0.67,38.42,77.24,19
Coffs Harbour,75,AU,1561621796,66.2,14.99,-30.3,153.13,68
Manta,0,RO,1561621797,80.34,6.06,45.1,24.1,52
Berlevag,75,NO,1561621797,46.4,25.28,70.86,29.09,93
Tarko-Sale,81,RU,1561621797,48.99,15.9,64.92,77.78,86
Damaturu,0,NG,1561621798,87,5.97,11.75,11.96,48
Tura,94,RU,1561621798,67.92,4.18,64.27,100.22,72
Mildura,27,AU,1561621799,66.2,10.29,-34.18,142.16,39
Ucluelet,100,CA,1561621659,54,12.08,48.94,-125.55,95
Fort Saint James,0,CA,1561621802,48.48,4.88,54.43,-124.25,75
Kovernino,100,RU,1561621803,62.52,4.99,57.13,43.81,62
Shubarshi,100,KZ,1561621584,75.84,5.99,48.59,57.19,30
Roald,75,NO,1561621804,53.6,9.17,62.58,6.12,87
Hofn,97,IS,1561621804,44.34,12.64,64.25,-15.21,94
Mor,0,HU,1561621804,89.01,9.17,47.38,18.2,55
San Cristobal,80,HN,1561621805,64.14,2.21,14.68,-86.92,96
Aksarka,72,RU,1561621805,59.28,6.87,66.56,67.8,41
Abu Dhabi,0,AE,1561621806,105.8,9.17,24.47,54.37,31
Mangawan,95,IN,1561621806,102.66,8.05,24.65,81.54,30
Samur,97,AZ,1561621806,80.16,8.66,41.64,48.43,46
Esperance,40,AU,1561621806,62.6,20.8,-33.86,121.89,51
Gizo,0,IL,1561621807,90,6.93,31.8,34.94,48
Gubkinskiy,62,RU,1561621807,57.84,19.08,64.43,76.5,47
Rakhiv,99,UA,1561621808,76.02,3,48.06,24.21,80
Vao,96,EE,1561621808,60.18,8.63,59.1,26.19,85
Wilmington,1,US,1561621808,73.99,5.79,39.75,-75.55,73
Nagua,46,DO,1561621809,72.24,1.74,19.37,-69.85,95
Beloha,64,MG,1561621809,73.32,17.25,-25.17,45.06,66
Mandera,50,ET,1561621852,90.06,21.32,3.94,41.86,34
Garmsar,0,IR,1561621853,88.8,11.27,35.22,52.34,15
Diffa,87,NE,1561621853,88.62,11.21,13.32,12.61,48
Poya,100,NC,1561621853,71.52,20.18,-21.35,165.16,86
Mahebourg,40,MU,1561621555,78.8,13.87,-20.41,57.7,74
Beeville,75,US,1561621748,82.99,4.7,28.4,-97.75,88
Bagdarin,100,RU,1561621854,52.44,3.38,54.44,113.59,93
Pucallpa,75,PE,1561621854,77,3.36,-8.38,-74.54,88
Lovozero,100,RU,1561621854,52.98,11.52,68.01,35.02,79
Broken Hill,2,AU,1561621855,68,12.75,-31.97,141.45,34
Muyezerskiy,100,RU,1561621855,54.06,2.82,63.93,31.65,92
Adrar,0,DZ,1561621855,93.2,11.41,27.87,-0.29,5
Simbahan,100,PH,1561621856,84.66,9.33,6.3,120.58,72
Juneau,75,US,1561621856,62.6,3.36,58.3,-134.42,59
San Luis,41,AR,1561621857,48.12,13.82,-33.3,-66.34,35
Malanville,61,NE,1561621857,85.38,10.36,11.86,3.39,63
Requena,0,ES,1561621857,82,1.12,39.49,-1.1,73
Sagarejo,20,GE,1561621858,86,5.82,41.73,45.33,37
Breves,94,BR,1561621645,71.7,1.88,-1.68,-50.48,99
Were Ilu,84,ET,1561621859,82.86,6.35,10.6,39.43,26
Kapit,100,MY,1561621859,83.58,1.34,2.02,112.94,68
Coihaique,0,CL,1561621859,33.8,4.7,-45.58,-72.07,97
Kamaishi,75,JP,1561621860,69.8,2.24,39.28,141.86,94
Zhezkazgan,75,KZ,1561621860,84.2,6.71,47.8,67.71,30
Lyngseidet,75,NO,1561621860,46.4,23.04,69.58,20.21,70
Tutoia,100,BR,1561621861,70.44,6.49,-2.76,-42.27,91
Vagur,100,FO,1561621861,50.28,15.55,61.47,-6.81,96
Nebbi,0,UG,1561621862,75.66,3.27,2.48,31.09,73
Chany,100,RU,1561621862,56.76,6.78,55.31,76.76,80
Puerto Baquerizo Moreno,100,EC,1561621862,72.24,13.67,-0.9,-89.6,89
Verkhoyansk,64,RU,1561621862,79.62,7.14,67.55,133.39,25
Bukachacha,100,RU,1561621863,59.28,2.95,52.99,116.91,82
Nanortalik,100,GL,1561621863,36.06,5.19,60.14,-45.24,98
Hyeres,0,FR,1561621863,100.99,3.74,43.12,6.14,48
Tiznit,100,MA,1561621825,67.2,18.52,29.7,-9.73,90
Christchurch,0,NZ,1561621816,41,4.7,-43.53,172.64,100
Leczna,20,PL,1561621864,82,19.46,51.3,22.88,64
Storm Lake,20,US,1561621865,70,6.93,42.64,-95.21,94
Mushabani,75,IN,1561621865,95,6.93,22.52,86.46,53
Oistins,100,BB,1561621865,80.88,20.27,13.07,-59.53,77
Tateyama,75,JP,1561621866,78.8,9.17,36.66,137.31,74
Khatima,28,IN,1561621866,112.02,11.56,28.92,79.97,12
Takoradi,100,GH,1561621715,76.56,4.65,4.89,-1.75,88
Sola,100,TZ,1561621911,72.96,2.66,-3.17,33.8,54
Klaksvik,90,FO,1561621912,50,13.87,62.23,-6.59,100
Akniste,89,LV,1561621912,65.22,13.15,56.16,25.75,70
Sur,0,OM,1561621912,102.12,3.09,22.57,59.53,28
Zhoucheng,20,CN,1561621913,87.8,2.24,31.35,119.33,52
Tingi,0,TZ,1561621913,72.06,4.18,-11.3,35.03,55
Vardo,1,US,1561621913,73,2.33,39.62,-77.74,93
Guarapari,0,BR,1561621914,75.2,5.82,-20.67,-40.5,73
Abnub,0,EG,1561621914,107.16,10.22,27.27,31.15,8
